Record ID,Email,Create Date,Lifecycle Stage,Became a Customer Date,Original Traffic Source,Original Traffic Source Drill-Down 1,Google ad click id
242334,lead242334@example.com,2026-04-25,Lead,,Direct Traffic,(direct) / (none),
242335,lead242335@example.com,2026-04-25,Lead,,Direct Traffic,(direct) / (none),
242336,lead242336@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044167AbVxYz
242337,lead242337@example.com,2026-04-25,Lead,,Email Marketing,hubspot / email,
242338,lead242338@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044168AbVxYz
242339,lead242339@example.com,2026-04-25,Lead,,Direct Traffic,(direct) / (none),
242340,lead242340@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044169AbVxYz
242341,lead242341@example.com,2026-04-25,Lead,,Organic Search,google / organic,
242342,lead242342@example.com,2026-04-25,Lead,,Direct Traffic,(direct) / (none),
242343,lead242343@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044170AbVxYz
242344,lead242344@example.com,2026-04-25,Customer,2026-05-04,Paid Search,google / cpc,Cj0KCQ42x00044171AbVxYz
242345,lead242345@example.com,2026-04-25,Lead,,Direct Traffic,(direct) / (none),
242346,lead242346@example.com,2026-04-25,Customer,2026-05-04,Email Marketing,hubspot / email,
242347,lead242347@example.com,2026-04-25,Lead,,Email Marketing,hubspot / email,
242348,lead242348@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044172AbVxYz
242349,lead242349@example.com,2026-04-25,Lead,,Direct Traffic,(direct) / (none),
242350,lead242350@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044173AbVxYz
242351,lead242351@example.com,2026-04-25,Lead,,Social Media,instagram / social,
242352,lead242352@example.com,2026-04-25,Lead,,Organic Search,google / organic,
242353,lead242353@example.com,2026-04-25,Lead,,Social Media,instagram / social,
242354,lead242354@example.com,2026-04-25,Lead,,Direct Traffic,(direct) / (none),
242355,lead242355@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044174AbVxYz
242356,lead242356@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044175AbVxYz
242357,lead242357@example.com,2026-04-25,Lead,,Social Media,instagram / social,
242358,lead242358@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044176AbVxYz
242359,lead242359@example.com,2026-04-25,Customer,2026-05-04,Paid Search,google / cpc,Cj0KCQ42x00044177AbVxYz
242360,lead242360@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044178AbVxYz
242361,lead242361@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044179AbVxYz
242362,lead242362@example.com,2026-04-25,Lead,,Social Media,instagram / social,
242363,lead242363@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044180AbVxYz
242364,lead242364@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044181AbVxYz
242365,lead242365@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044182AbVxYz
242366,lead242366@example.com,2026-04-25,Lead,,Direct Traffic,(direct) / (none),
242367,lead242367@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044183AbVxYz
242368,lead242368@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044184AbVxYz
242369,lead242369@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044185AbVxYz
242370,lead242370@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044186AbVxYz
242371,lead242371@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044187AbVxYz
242372,lead242372@example.com,2026-04-25,Lead,,Direct Traffic,(direct) / (none),
242373,lead242373@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044188AbVxYz
242374,lead242374@example.com,2026-04-25,Lead,,Email Marketing,hubspot / email,
242375,lead242375@example.com,2026-04-25,Lead,,Email Marketing,hubspot / email,
242376,lead242376@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044189AbVxYz
242377,lead242377@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044190AbVxYz
242378,lead242378@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044191AbVxYz
242379,lead242379@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044192AbVxYz
242380,lead242380@example.com,2026-04-25,Lead,,Social Media,instagram / social,
242381,lead242381@example.com,2026-04-25,Lead,,Organic Search,google / organic,
242382,lead242382@example.com,2026-04-25,Lead,,Social Media,instagram / social,
242383,lead242383@example.com,2026-04-25,Lead,,Organic Search,google / organic,
242384,lead242384@example.com,2026-04-25,Lead,,Direct Traffic,(direct) / (none),
242385,lead242385@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044193AbVxYz
242386,lead242386@example.com,2026-04-25,Lead,,Organic Search,google / organic,
242387,lead242387@example.com,2026-04-25,Lead,,Organic Search,google / organic,
242388,lead242388@example.com,2026-04-25,Lead,,Social Media,instagram / social,
242389,lead242389@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044194AbVxYz
242390,lead242390@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044195AbVxYz
242391,lead242391@example.com,2026-04-25,Lead,,Email Marketing,hubspot / email,
242392,lead242392@example.com,2026-04-25,Customer,2026-05-07,Email Marketing,hubspot / email,
242393,lead242393@example.com,2026-04-25,Customer,2026-04-30,Organic Search,google / organic,
242394,lead242394@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044196AbVxYz
242395,lead242395@example.com,2026-04-25,Lead,,Social Media,instagram / social,
242396,lead242396@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044197AbVxYz
242397,lead242397@example.com,2026-04-25,Customer,2026-04-26,Direct Traffic,(direct) / (none),
242398,lead242398@example.com,2026-04-25,Lead,,Organic Search,google / organic,
242399,lead242399@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044198AbVxYz
242400,lead242400@example.com,2026-04-25,Lead,,Organic Search,google / organic,
242401,lead242401@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044199AbVxYz
242402,lead242402@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044200AbVxYz
242403,lead242403@example.com,2026-04-25,Lead,,Organic Search,google / organic,
242404,lead242404@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044201AbVxYz
242405,lead242405@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044202AbVxYz
242406,lead242406@example.com,2026-04-25,Lead,,Social Media,instagram / social,
242407,lead242407@example.com,2026-04-25,Lead,,Social Media,instagram / social,
242408,lead242408@example.com,2026-04-25,Lead,,Email Marketing,hubspot / email,
242409,lead242409@example.com,2026-04-25,Lead,,Social Media,instagram / social,
242410,lead242410@example.com,2026-04-25,Lead,,Organic Search,google / organic,
242411,lead242411@example.com,2026-04-25,Lead,,Organic Search,google / organic,
242412,lead242412@example.com,2026-04-25,Lead,,Social Media,instagram / social,
242413,lead242413@example.com,2026-04-25,Lead,,Email Marketing,hubspot / email,
242414,lead242414@example.com,2026-04-25,Lead,,Email Marketing,hubspot / email,
242415,lead242415@example.com,2026-04-25,Lead,,Direct Traffic,(direct) / (none),
242416,lead242416@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044203AbVxYz
242417,lead242417@example.com,2026-04-25,Lead,,Social Media,instagram / social,
242418,lead242418@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044204AbVxYz
242419,lead242419@example.com,2026-04-25,Lead,,Organic Search,google / organic,
242420,lead242420@example.com,2026-04-25,Lead,,Organic Search,google / organic,
242421,lead242421@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044205AbVxYz
242422,lead242422@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044206AbVxYz
242423,lead242423@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044207AbVxYz
242424,lead242424@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044208AbVxYz
242425,lead242425@example.com,2026-04-25,Lead,,Organic Search,google / organic,
242426,lead242426@example.com,2026-04-25,Customer,2026-04-27,Paid Search,google / cpc,Cj0KCQ42x00044209AbVxYz
242427,lead242427@example.com,2026-04-25,Lead,,Direct Traffic,(direct) / (none),
242428,lead242428@example.com,2026-04-25,Customer,2026-05-01,Paid Search,google / cpc,Cj0KCQ42x00044210AbVxYz
242429,lead242429@example.com,2026-04-25,Lead,,Social Media,instagram / social,
242430,lead242430@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044211AbVxYz
242431,lead242431@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044212AbVxYz
242432,lead242432@example.com,2026-04-25,Lead,,Social Media,instagram / social,
242433,lead242433@example.com,2026-04-25,Lead,,Email Marketing,hubspot / email,
242434,lead242434@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044213AbVxYz
242435,lead242435@example.com,2026-04-25,Customer,2026-04-26,Social Media,instagram / social,
242436,lead242436@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044214AbVxYz
242437,lead242437@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044215AbVxYz
242438,lead242438@example.com,2026-04-25,Lead,,Email Marketing,hubspot / email,
242439,lead242439@example.com,2026-04-25,Lead,,Social Media,instagram / social,
242440,lead242440@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044216AbVxYz
242441,lead242441@example.com,2026-04-25,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044217AbVxYz
242442,lead242442@example.com,2026-04-25,Lead,,Social Media,instagram / social,
242443,lead242443@example.com,2026-04-25,Lead,,Organic Search,google / organic,
242444,lead242444@example.com,2026-04-25,Lead,,Email Marketing,hubspot / email,
242640,lead242640@example.com,2026-04-26,Lead,,Social Media,instagram / social,
242641,lead242641@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044499AbVxYz
242642,lead242642@example.com,2026-04-26,Lead,,Direct Traffic,(direct) / (none),
242643,lead242643@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044500AbVxYz
242644,lead242644@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044501AbVxYz
242645,lead242645@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044502AbVxYz
242646,lead242646@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044503AbVxYz
242647,lead242647@example.com,2026-04-26,Lead,,Social Media,instagram / social,
242648,lead242648@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044504AbVxYz
242649,lead242649@example.com,2026-04-26,Lead,,Social Media,instagram / social,
242650,lead242650@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044505AbVxYz
242651,lead242651@example.com,2026-04-26,Customer,2026-05-07,Social Media,instagram / social,
242652,lead242652@example.com,2026-04-26,Customer,2026-05-03,Paid Search,google / cpc,Cj0KCQ42x00044506AbVxYz
242653,lead242653@example.com,2026-04-26,Customer,2026-05-05,Paid Search,google / cpc,Cj0KCQ42x00044507AbVxYz
242654,lead242654@example.com,2026-04-26,Lead,,Direct Traffic,(direct) / (none),
242655,lead242655@example.com,2026-04-26,Lead,,Organic Search,google / organic,
242656,lead242656@example.com,2026-04-26,Lead,,Email Marketing,hubspot / email,
242657,lead242657@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044508AbVxYz
242658,lead242658@example.com,2026-04-26,Customer,2026-04-30,Social Media,instagram / social,
242659,lead242659@example.com,2026-04-26,Lead,,Social Media,instagram / social,
242660,lead242660@example.com,2026-04-26,Lead,,Direct Traffic,(direct) / (none),
242661,lead242661@example.com,2026-04-26,Lead,,Organic Search,google / organic,
242662,lead242662@example.com,2026-04-26,Lead,,Social Media,instagram / social,
242663,lead242663@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044509AbVxYz
242664,lead242664@example.com,2026-04-26,Lead,,Organic Search,google / organic,
242665,lead242665@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044510AbVxYz
242666,lead242666@example.com,2026-04-26,Lead,,Direct Traffic,(direct) / (none),
242667,lead242667@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044511AbVxYz
242668,lead242668@example.com,2026-04-26,Lead,,Direct Traffic,(direct) / (none),
242669,lead242669@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044512AbVxYz
242670,lead242670@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044513AbVxYz
242671,lead242671@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044514AbVxYz
242672,lead242672@example.com,2026-04-26,Lead,,Organic Search,google / organic,
242673,lead242673@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044515AbVxYz
242674,lead242674@example.com,2026-04-26,Lead,,Social Media,instagram / social,
242675,lead242675@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044516AbVxYz
242676,lead242676@example.com,2026-04-26,Lead,,Direct Traffic,(direct) / (none),
242677,lead242677@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044517AbVxYz
242678,lead242678@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044518AbVxYz
242679,lead242679@example.com,2026-04-26,Lead,,Email Marketing,hubspot / email,
242680,lead242680@example.com,2026-04-26,Lead,,Email Marketing,hubspot / email,
242681,lead242681@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044519AbVxYz
242682,lead242682@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044520AbVxYz
242683,lead242683@example.com,2026-04-26,Lead,,Organic Search,google / organic,
242684,lead242684@example.com,2026-04-26,Lead,,Social Media,instagram / social,
242685,lead242685@example.com,2026-04-26,Lead,,Email Marketing,hubspot / email,
242686,lead242686@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044521AbVxYz
242687,lead242687@example.com,2026-04-26,Lead,,Direct Traffic,(direct) / (none),
242688,lead242688@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044522AbVxYz
242689,lead242689@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044523AbVxYz
242690,lead242690@example.com,2026-04-26,Lead,,Social Media,instagram / social,
242691,lead242691@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044524AbVxYz
242692,lead242692@example.com,2026-04-26,Lead,,Email Marketing,hubspot / email,
242693,lead242693@example.com,2026-04-26,Lead,,Organic Search,google / organic,
242694,lead242694@example.com,2026-04-26,Lead,,Email Marketing,hubspot / email,
242695,lead242695@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044525AbVxYz
242696,lead242696@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044526AbVxYz
242697,lead242697@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044527AbVxYz
242698,lead242698@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044528AbVxYz
242699,lead242699@example.com,2026-04-26,Lead,,Direct Traffic,(direct) / (none),
242700,lead242700@example.com,2026-04-26,Lead,,Social Media,instagram / social,
242701,lead242701@example.com,2026-04-26,Lead,,Organic Search,google / organic,
242702,lead242702@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044529AbVxYz
242703,lead242703@example.com,2026-04-26,Lead,,Organic Search,google / organic,
242704,lead242704@example.com,2026-04-26,Customer,2026-05-03,Social Media,instagram / social,
242705,lead242705@example.com,2026-04-26,Customer,2026-05-05,Paid Search,google / cpc,Cj0KCQ42x00044530AbVxYz
242706,lead242706@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044531AbVxYz
242707,lead242707@example.com,2026-04-26,Lead,,Social Media,instagram / social,
242708,lead242708@example.com,2026-04-26,Lead,,Direct Traffic,(direct) / (none),
242709,lead242709@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044532AbVxYz
242710,lead242710@example.com,2026-04-26,Lead,,Organic Search,google / organic,
242711,lead242711@example.com,2026-04-26,Lead,,Email Marketing,hubspot / email,
242712,lead242712@example.com,2026-04-26,Customer,2026-05-08,Paid Search,google / cpc,Cj0KCQ42x00044533AbVxYz
242713,lead242713@example.com,2026-04-26,Lead,,Organic Search,google / organic,
242714,lead242714@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044534AbVxYz
242715,lead242715@example.com,2026-04-26,Lead,,Organic Search,google / organic,
242716,lead242716@example.com,2026-04-26,Lead,,Direct Traffic,(direct) / (none),
242717,lead242717@example.com,2026-04-26,Lead,,Social Media,instagram / social,
242718,lead242718@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044535AbVxYz
242719,lead242719@example.com,2026-04-26,Customer,2026-05-05,Paid Search,google / cpc,Cj0KCQ42x00044536AbVxYz
242720,lead242720@example.com,2026-04-26,Lead,,Organic Search,google / organic,
242721,lead242721@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044537AbVxYz
242722,lead242722@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044538AbVxYz
242723,lead242723@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044539AbVxYz
242724,lead242724@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044540AbVxYz
242725,lead242725@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044541AbVxYz
242726,lead242726@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044542AbVxYz
242727,lead242727@example.com,2026-04-26,Lead,,Organic Search,google / organic,
242728,lead242728@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044543AbVxYz
242729,lead242729@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044544AbVxYz
242730,lead242730@example.com,2026-04-26,Lead,,Organic Search,google / organic,
242731,lead242731@example.com,2026-04-26,Lead,,Direct Traffic,(direct) / (none),
242732,lead242732@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044545AbVxYz
242733,lead242733@example.com,2026-04-26,Customer,2026-04-30,Paid Search,google / cpc,Cj0KCQ42x00044546AbVxYz
242734,lead242734@example.com,2026-04-26,Lead,,Email Marketing,hubspot / email,
242735,lead242735@example.com,2026-04-26,Lead,,Direct Traffic,(direct) / (none),
242736,lead242736@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044547AbVxYz
242737,lead242737@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044548AbVxYz
242738,lead242738@example.com,2026-04-26,Lead,,Organic Search,google / organic,
242739,lead242739@example.com,2026-04-26,Lead,,Organic Search,google / organic,
242740,lead242740@example.com,2026-04-26,Lead,,Direct Traffic,(direct) / (none),
242741,lead242741@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044549AbVxYz
242742,lead242742@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044550AbVxYz
242743,lead242743@example.com,2026-04-26,Lead,,Direct Traffic,(direct) / (none),
242744,lead242744@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044551AbVxYz
242745,lead242745@example.com,2026-04-26,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044552AbVxYz
242746,lead242746@example.com,2026-04-26,Lead,,Social Media,instagram / social,
242747,lead242747@example.com,2026-04-26,Lead,,Social Media,instagram / social,
242940,lead242940@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044829AbVxYz
242941,lead242941@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044830AbVxYz
242942,lead242942@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044831AbVxYz
242943,lead242943@example.com,2026-04-27,Lead,,Direct Traffic,(direct) / (none),
242944,lead242944@example.com,2026-04-27,Customer,2026-05-06,Social Media,instagram / social,
242945,lead242945@example.com,2026-04-27,Lead,,Organic Search,google / organic,
242946,lead242946@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044832AbVxYz
242947,lead242947@example.com,2026-04-27,Lead,,Direct Traffic,(direct) / (none),
242948,lead242948@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044833AbVxYz
242949,lead242949@example.com,2026-04-27,Lead,,Email Marketing,hubspot / email,
242950,lead242950@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044834AbVxYz
242951,lead242951@example.com,2026-04-27,Lead,,Email Marketing,hubspot / email,
242952,lead242952@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044835AbVxYz
242953,lead242953@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044836AbVxYz
242954,lead242954@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044837AbVxYz
242955,lead242955@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044838AbVxYz
242956,lead242956@example.com,2026-04-27,Lead,,Email Marketing,hubspot / email,
242957,lead242957@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044839AbVxYz
242958,lead242958@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044840AbVxYz
242959,lead242959@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044841AbVxYz
242960,lead242960@example.com,2026-04-27,Lead,,Social Media,instagram / social,
242961,lead242961@example.com,2026-04-27,Lead,,Organic Search,google / organic,
242962,lead242962@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044842AbVxYz
242963,lead242963@example.com,2026-04-27,Lead,,Organic Search,google / organic,
242964,lead242964@example.com,2026-04-27,Lead,,Organic Search,google / organic,
242965,lead242965@example.com,2026-04-27,Lead,,Social Media,instagram / social,
242966,lead242966@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044843AbVxYz
242967,lead242967@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044844AbVxYz
242968,lead242968@example.com,2026-04-27,Customer,2026-04-28,Paid Search,google / cpc,Cj0KCQ42x00044845AbVxYz
242969,lead242969@example.com,2026-04-27,Lead,,Direct Traffic,(direct) / (none),
242970,lead242970@example.com,2026-04-27,Customer,2026-05-03,Organic Search,google / organic,
242971,lead242971@example.com,2026-04-27,Lead,,Direct Traffic,(direct) / (none),
242972,lead242972@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044846AbVxYz
242973,lead242973@example.com,2026-04-27,Lead,,Organic Search,google / organic,
242974,lead242974@example.com,2026-04-27,Lead,,Email Marketing,hubspot / email,
242975,lead242975@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044847AbVxYz
242976,lead242976@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044848AbVxYz
242977,lead242977@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044849AbVxYz
242978,lead242978@example.com,2026-04-27,Customer,2026-04-29,Paid Search,google / cpc,Cj0KCQ42x00044850AbVxYz
242979,lead242979@example.com,2026-04-27,Customer,2026-05-08,Paid Search,google / cpc,Cj0KCQ42x00044851AbVxYz
242980,lead242980@example.com,2026-04-27,Lead,,Social Media,instagram / social,
242981,lead242981@example.com,2026-04-27,Lead,,Direct Traffic,(direct) / (none),
242982,lead242982@example.com,2026-04-27,Lead,,Social Media,instagram / social,
242983,lead242983@example.com,2026-04-27,Customer,2026-05-04,Paid Search,google / cpc,Cj0KCQ42x00044852AbVxYz
242984,lead242984@example.com,2026-04-27,Lead,,Direct Traffic,(direct) / (none),
242985,lead242985@example.com,2026-04-27,Customer,2026-05-02,Paid Search,google / cpc,Cj0KCQ42x00044853AbVxYz
242986,lead242986@example.com,2026-04-27,Lead,,Email Marketing,hubspot / email,
242987,lead242987@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044854AbVxYz
242988,lead242988@example.com,2026-04-27,Lead,,Organic Search,google / organic,
242989,lead242989@example.com,2026-04-27,Lead,,Direct Traffic,(direct) / (none),
242990,lead242990@example.com,2026-04-27,Lead,,Social Media,instagram / social,
242991,lead242991@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044855AbVxYz
242992,lead242992@example.com,2026-04-27,Lead,,Organic Search,google / organic,
242993,lead242993@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044856AbVxYz
242994,lead242994@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044857AbVxYz
242995,lead242995@example.com,2026-04-27,Lead,,Direct Traffic,(direct) / (none),
242996,lead242996@example.com,2026-04-27,Lead,,Organic Search,google / organic,
242997,lead242997@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044858AbVxYz
242998,lead242998@example.com,2026-04-27,Lead,,Organic Search,google / organic,
242999,lead242999@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044859AbVxYz
243000,lead243000@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044860AbVxYz
243001,lead243001@example.com,2026-04-27,Customer,2026-04-28,Social Media,instagram / social,
243002,lead243002@example.com,2026-04-27,Lead,,Social Media,instagram / social,
243003,lead243003@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044861AbVxYz
243004,lead243004@example.com,2026-04-27,Customer,2026-05-01,Paid Search,google / cpc,Cj0KCQ42x00044862AbVxYz
243005,lead243005@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044863AbVxYz
243006,lead243006@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044864AbVxYz
243007,lead243007@example.com,2026-04-27,Lead,,Organic Search,google / organic,
243008,lead243008@example.com,2026-04-27,Lead,,Organic Search,google / organic,
243009,lead243009@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044865AbVxYz
243010,lead243010@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044866AbVxYz
243011,lead243011@example.com,2026-04-27,Lead,,Direct Traffic,(direct) / (none),
243012,lead243012@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044867AbVxYz
243013,lead243013@example.com,2026-04-27,Lead,,Paid Search,google / cpc,Cj0KCQ42x00044868AbVxYz
243014,lead243014@example.com,2026-04-27,Lead,,Social Media,instagram / social,
